id,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
58062,277394,Linda,Brooklyn,Windsor Terrace,40.6585,-73.98397,Private room,135,2,21,17/05/19,0.26,1,272
58467,279797,Dave,Manhattan,Roosevelt Island,40.76193,-73.9501,Private room,120,7,17,08/05/19,0.3,1,341
59014,282927,Drica,Manhattan,Lower East Side,40.72052,-73.98589,Entire home/apt,150,3,41,02/01/19,0.39,1,244
59121,204539,Mark,Queens,Ridgewood,40.70411,-73.89934,Entire home/apt,140,14,1,17/09/12,0.01,5,365
59642,274782,Betty,Brooklyn,Greenpoint,40.73401,-73.95967,Entire home/apt,135,2,69,19/05/19,0.67,1,12
59709,186084,Ricardo & Ashlie,Manhattan,Chinatown,40.71756,-73.99503,Entire home/apt,250,4,18,01/07/19,0.18,2,265
59855,288031,Leslie,Manhattan,Midtown,40.7589,-73.96991,Entire home/apt,250,30,82,05/01/16,0.78,1,0
60164,289653,Harrison,Manhattan,SoHo,40.72003,-74.00262,Entire home/apt,500,4,94,23/06/19,0.99,1,329
60457,99212,Jessica,Manhattan,Greenwich Village,40.73194,-73.99474,Entire home/apt,225,5,10,11/05/19,0.1,1,91
60611,292204,Blanca,Manhattan,East Harlem,40.79163,-73.94573,Entire home/apt,125,28,183,29/09/18,1.83,2,365
60666,256161,Wayne,Manhattan,Harlem,40.8118,-73.94434,Private room,92,1,189,11/06/19,1.82,5,253
60673,249372,Cynthia,Manhattan,Harlem,40.81583,-73.94707,Private room,175,2,1,07/10/18,0.11,1,365
60680,292630,Mich,Manhattan,East Village,40.72654,-73.98049,Entire home/apt,99,2,127,20/06/19,1.22,1,320
60794,293394,Rachel,Manhattan,Upper West Side,40.80021,-73.96071,Entire home/apt,195,4,4,25/08/17,0.04,1,0
60948,126607,Laurine,Manhattan,East Harlem,40.80942,-73.93936,Entire home/apt,140,3,135,20/06/19,1.3,3,192
61167,295760,Greta,Manhattan,Little Italy,40.71961,-73.9954,Entire home/apt,135,2,21,12/12/15,0.2,1,0
61224,291112,Frank,Manhattan,Chelsea,40.74358,-74.00027,Entire home/apt,500,2,35,27/07/17,0.34,1,348
61406,297176,Bethania,Manhattan,Harlem,40.80335,-73.9575,Private room,80,14,10,01/06/19,2.21,2,0
61492,297769,Tunji,Manhattan,Chinatown,40.71445,-73.9908,Private room,120,4,171,23/06/19,1.8,2,353
61509,23619,Anna/Fonzy,Manhattan,Midtown,40.75749,-73.96897,Entire home/apt,110,200,92,30/04/19,0.9,1,140
62095,281764,Colette&Sean,Brooklyn,East Flatbush,40.64446,-73.9503,Entire home/apt,65,3,238,14/06/19,2.3,1,2
62427,303882,Brie,Manhattan,East Village,40.7268,-73.99079,Entire home/apt,130,50,56,26/05/19,0.58,1,56
62430,197755,Sheila,Brooklyn,Bushwick,40.688,-73.9171,Entire home/apt,99,3,111,22/06/19,2.13,1,68
62452,303939,Lissette,Staten Island,Tompkinsville,40.63536,-74.08537,Private room,36,2,193,25/06/19,1.85,6,360
62461,303939,Lissette,Staten Island,Tompkinsville,40.63627,-74.08543,Private room,37,2,147,10/06/19,1.44,6,0
62787,303939,Lissette,Staten Island,Tompkinsville,40.63518,-74.08546,Private room,37,2,177,02/07/19,1.71,6,320
62891,306545,Olivia,Manhattan,East Village,40.72477,-73.98161,Entire home/apt,175,3,185,24/05/19,1.78,2,326
62903,306605,Daniel,Manhattan,Chelsea,40.74238,-73.99567,Entire home/apt,205,9,62,21/06/19,0.7,2,76
62925,306739,Maya,Brooklyn,Greenpoint,40.72945,-73.95511,Entire home/apt,285,3,124,16/06/19,1.22,3,279
63299,308875,Scott,Brooklyn,Williamsburg,40.70763,-73.95177,Private room,59,2,181,23/06/19,1.77,2,15
63320,303939,Lissette,Staten Island,Tompkinsville,40.63481,-74.08519,Private room,36,2,333,02/07/19,3.19,6,340
63360,307962,Dennis & Naoko,Queens,Astoria,40.75384,-73.91433,Entire home/apt,99,5,441,24/06/19,4.5,1,226
63546,308652,AntonÌ_n,Brooklyn,Kensington,40.64106,-73.97426,Private room,39,1,45,16/05/19,0.46,2,365
63573,310458,Emily,Brooklyn,Park Slope,40.66793,-73.98327,Private room,60,14,9,29/08/16,0.09,2,0
63588,295128,Carol Gloria,Bronx,Clason Point,40.81309,-73.85514,Private room,90,2,0,,,7,349
63610,310670,Vie,Bronx,Eastchester,40.88057,-73.83572,Entire home/apt,105,2,38,27/06/19,0.5,13,365
63657,170510,RenÌ©e,Brooklyn,Bedford-Stuyvesant,40.68236,-73.94314,Entire home/apt,135,2,248,25/06/19,2.39,2,11
63693,306545,Olivia,Manhattan,East Village,40.72185,-73.98246,Entire home/apt,390,5,143,19/06/19,1.38,2,316
63719,311286,Helene,Brooklyn,Bedford-Stuyvesant,40.68503,-73.95385,Private room,70,3,36,19/08/18,0.41,4,281
63913,312288,Paula,Manhattan,Inwood,40.86648,-73.9263,Private room,75,7,0,,,2,323
64000,312722,Kristian & Di,Brooklyn,Williamsburg,40.7069,-73.95467,Private room,60,17,14,07/01/19,0.14,4,362
64015,146944,David,Manhattan,East Village,40.72807,-73.98594,Entire home/apt,200,3,0,,,1,0
64107,313317,Niya,Brooklyn,Crown Heights,40.6778,-73.94339,Private room,100,3,279,24/06/19,2.69,1,301
64277,311286,Helene,Brooklyn,Bedford-Stuyvesant,40.68317,-73.94701,Private room,70,4,18,02/01/19,0.22,4,189
64314,314256,Debbie,Brooklyn,Crown Heights,40.6761,-73.9529,Private room,110,6,50,26/05/19,3.55,1,0
64365,314582,Anthony,Brooklyn,Crown Heights,40.67586,-73.95155,Private room,60,2,227,27/06/19,2.27,2,287
64707,7310,Tilly,Manhattan,Little Italy,40.71702,-73.99811,Entire home/apt,90,14,1,02/01/19,0.16,1,14
64837,46978,Edward,Manhattan,East Village,40.72321,-73.98157,Private room,68,2,203,23/06/19,1.96,2,86
65019,317809,Claire,Manhattan,Upper West Side,40.77956,-73.98098,Entire home/apt,115,2,210,06/07/19,2.1,1,261
65268,319092,Juhli,Brooklyn,Bedford-Stuyvesant,40.68276,-73.95264,Private room,75,5,64,05/01/19,0.67,1,68
65556,320422,Marlon,Brooklyn,Williamsburg,40.71368,-73.9626,Private room,60,3,0,,,1,0
65562,320450,Mary D,Manhattan,East Village,40.72956,-73.98158,Entire home/apt,129,7,5,03/01/19,0.15,1,231
65615,320761,Valerie,Brooklyn,Williamsburg,40.71069,-73.95175,Entire home/apt,130,10,49,29/06/19,0.48,1,152
65660,320538,Larissa,Brooklyn,Williamsburg,40.70863,-73.94641,Entire home/apt,95,4,132,07/07/19,1.27,1,46
65813,321756,Eric,Manhattan,Harlem,40.82888,-73.94307,Private room,75,3,20,02/01/19,0.26,1,364
65834,321934,Jessica,Brooklyn,Park Slope,40.67319,-73.97323,Entire home/apt,175,2,11,02/05/13,0.11,1,246
66008,322884,Melissa,Brooklyn,Carroll Gardens,40.67846,-73.99443,Entire home/apt,190,3,51,01/07/19,0.57,1,288
66026,322716,Alex,Brooklyn,Crown Heights,40.6715,-73.94808,Private room,49,21,15,30/06/19,0.15,5,331
66251,324460,Samir,Manhattan,East Village,40.72681,-73.98534,Entire home/apt,212,3,67,25/06/19,1.31,1,51
66275,314941,Tony,Manhattan,Lower East Side,40.71904,-73.99392,Private room,95,1,109,23/06/19,1.11,3,364
66451,325389,Luis Fernando,Brooklyn,Williamsburg,40.71031,-73.9583,Entire home/apt,140,2,9,16/02/19,0.11,1,254
66718,136227,Henning,Manhattan,Harlem,40.81322,-73.95306,Entire home/apt,135,6,187,23/06/19,1.87,1,189
66741,327673,Stefano,Brooklyn,Park Slope,40.67732,-73.98225,Entire home/apt,150,2,214,23/06/19,2.08,2,263
66974,329436,Jana,Brooklyn,Gowanus,40.68076,-73.9896,Entire home/apt,190,3,69,01/07/19,0.79,2,258
67288,101597,Per,Manhattan,East Harlem,40.79603,-73.94903,Entire home/apt,124,28,22,15/06/19,0.26,1,103
67299,330347,Adrienne,Brooklyn,Williamsburg,40.71492,-73.96282,Entire home/apt,135,30,56,06/05/19,0.56,1,42
67397,332189,Elise,Manhattan,Morningside Heights,40.80393,-73.95838,Private room,122,3,93,22/06/19,0.93,1,246
68099,323517,Deda,Manhattan,Upper West Side,40.80082,-73.9652,Private room,109,1,104,25/06/19,1.05,2,364
68305,338454,Share,Manhattan,Harlem,40.82976,-73.94867,Private room,85,30,64,06/07/18,0.68,1,318
68403,240427,Naimah,Brooklyn,Bedford-Stuyvesant,40.683,-73.91981,Entire home/apt,145,3,127,24/06/19,1.25,2,72
68735,342054,Violetta,Manhattan,Upper West Side,40.78971,-73.9729,Entire home/apt,195,11,30,13/06/19,0.32,1,249
68765,282655,Jenna,Brooklyn,Carroll Gardens,40.67817,-73.99495,Entire home/apt,250,2,106,27/06/19,1.34,3,272
68900,343250,Jason,Brooklyn,Greenpoint,40.73119,-73.95578,Private room,125,3,6,13/11/16,0.1,1,325
68974,281229,Alicia,Manhattan,Little Italy,40.71943,-73.99627,Entire home/apt,575,2,191,20/06/19,1.88,1,298
69894,352168,Silvia,Manhattan,Upper West Side,40.78,-73.98249,Entire home/apt,150,30,48,11/06/19,0.55,1,35
69921,155689,Joab,Brooklyn,Bushwick,40.70514,-73.91922,Private room,70,5,47,29/06/19,0.49,1,203
70095,353965,Mary And Geoff,Manhattan,Inwood,40.86713,-73.92811,Private room,90,2,120,30/06/19,1.27,1,132
70128,354330,Eyal,Manhattan,East Village,40.73198,-73.98881,Private room,65,3,52,10/01/19,0.63,1,5
70609,72062,Bruce,Manhattan,East Village,40.72542,-73.97986,Entire home/apt,500,2,48,16/06/19,0.48,4,297
71010,361855,Kurt,Manhattan,Washington Heights,40.83494,-73.93869,Entire home/apt,250,3,32,24/05/19,0.43,2,276
71248,363834,Jennifer,Manhattan,Chinatown,40.71659,-73.98945,Entire home/apt,125,25,43,17/06/19,0.42,1,102
71366,364955,Ruperto,Manhattan,West Village,40.72966,-74.00243,Entire home/apt,200,30,39,25/06/19,0.44,1,251
71384,365153,Ben,Brooklyn,Greenpoint,40.72898,-73.95552,Entire home/apt,229,1,50,13/05/14,0.5,1,188
71812,369015,Thai,Bronx,Kingsbridge,40.87207,-73.90193,Entire home/apt,90,30,4,02/01/19,0.35,2,346
72190,373085,Hudson,Manhattan,Upper West Side,40.77728,-73.97818,Entire home/apt,110,13,38,15/02/19,0.39,1,0
72265,340692,Vanessa,Brooklyn,Greenpoint,40.72646,-73.95341,Private room,59,3,29,16/06/19,0.36,1,15
74073,211877,Daniel,Brooklyn,Williamsburg,40.71015,-73.96101,Entire home/apt,195,4,59,23/06/19,0.6,1,71
74240,389924,Patty,Brooklyn,Williamsburg,40.71903,-73.9597,Entire home/apt,169,1,68,07/06/19,0.67,2,215
74333,331328,Amir,Manhattan,East Harlem,40.80892,-73.93985,Entire home/apt,113,14,26,25/11/15,0.27,3,253
74404,391325,G & S,Manhattan,Harlem,40.80276,-73.9567,Entire home/apt,250,14,31,22/08/12,0.31,1,78
74680,265109,Nazleen,Queens,Astoria,40.77635,-73.93426,Entire home/apt,115,2,198,31/05/19,2.01,1,257
74860,394752,Allison,Brooklyn,Greenpoint,40.72488,-73.95018,Private room,55,2,1,28/03/11,0.01,1,0
75193,308875,Scott,Brooklyn,Williamsburg,40.71398,-73.95763,Private room,69,2,220,22/06/19,2.17,2,8
75635,401696,Patricia,Manhattan,Lower East Side,40.71876,-73.98394,Entire home/apt,150,3,286,27/06/19,2.81,1,191
76761,118971,Evelyn,Brooklyn,South Slope,40.66552,-73.99019,Entire home/apt,169,2,398,28/06/19,3.97,3,182
77765,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73749,-73.95292,Private room,179,3,36,01/07/19,0.36,28,79
77936,134355,Moss Owen,Manhattan,Hell's Kitchen,40.76248,-73.9913,Private room,150,3,36,14/06/19,0.36,1,49
78919,422561,Nancy,Brooklyn,Boerum Hill,40.68674,-73.98876,Entire home/apt,135,4,6,05/02/16,0.1,1,0
79067,425506,Bliss,Brooklyn,Clinton Hill,40.6848,-73.96219,Entire home/apt,350,6,14,20/04/19,0.3,1,156
79782,430188,Pam,Brooklyn,Williamsburg,40.70516,-73.95455,Private room,120,14,76,31/03/19,0.76,6,343
80493,434987,Jennifer,Manhattan,East Village,40.72329,-73.98486,Private room,71,2,182,04/07/19,1.81,1,200
80684,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73776,-73.95327,Private room,349,3,8,27/03/16,0.09,28,60
80700,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73738,-73.95482,Private room,349,3,7,24/05/19,0.07,28,60
80924,438133,Ellis,Brooklyn,Park Slope,40.67542,-73.98142,Entire home/apt,165,30,34,25/09/18,0.51,2,189
81739,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73842,-73.95312,Private room,249,3,2,12/05/11,0.02,28,60
82549,448312,Christopher,Brooklyn,Brooklyn Heights,40.6926,-73.99832,Private room,100,3,66,16/09/16,0.68,2,0
82550,448312,Christopher,Brooklyn,Brooklyn Heights,40.69441,-73.99771,Entire home/apt,200,3,80,30/06/19,0.85,2,106
82638,449787,Sarah,Manhattan,East Village,40.72399,-73.98374,Entire home/apt,169,4,240,06/06/19,2.4,1,276
82928,451545,Ruthven,Brooklyn,Bedford-Stuyvesant,40.6824,-73.94615,Entire home/apt,185,3,46,02/07/19,1.07,1,248
83243,453519,Julian,Brooklyn,Bushwick,40.68949,-73.91708,Entire home/apt,65,2,228,10/06/19,2.27,1,194
83446,454756,Leslie,Brooklyn,Fort Greene,40.68819,-73.97258,Entire home/apt,130,35,5,03/09/18,0.05,1,135
83722,456638,Sophie,Brooklyn,Williamsburg,40.7205,-73.96015,Entire home/apt,199,30,8,26/08/18,0.11,1,30
83847,410094,Yvette,Manhattan,East Village,40.72451,-73.98094,Entire home/apt,225,2,33,02/01/19,0.33,1,0
84010,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73813,-73.95394,Private room,179,3,13,27/06/19,0.14,28,81
84059,459054,Famous,Brooklyn,Crown Heights,40.67591,-73.94715,Entire home/apt,150,5,5,22/07/18,0.05,1,0
84659,462776,Kyle,Manhattan,East Village,40.72843,-73.98895,Entire home/apt,139,1,388,26/06/19,3.88,1,142
84905,464506,Ange,Manhattan,Two Bridges,40.71271,-73.99776,Private room,95,3,223,23/06/19,2.22,2,60
85094,322716,Alex,Brooklyn,Crown Heights,40.66966,-73.94735,Entire home/apt,79,15,11,14/01/19,0.11,5,179
86215,327900,T,Manhattan,Lower East Side,40.71965,-73.98766,Entire home/apt,150,2,151,24/06/19,1.51,2,52
89427,116599,Sahr,Brooklyn,Clinton Hill,40.68613,-73.96536,Entire home/apt,650,5,0,,,3,365
89621,209460,Marylyn,Brooklyn,Bedford-Stuyvesant,40.68048,-73.94911,Entire home/apt,90,3,218,28/06/19,2.26,4,324
93313,25183,Nathalie,Brooklyn,Bedford-Stuyvesant,40.68314,-73.93963,Entire home/apt,120,2,75,23/06/19,0.76,2,237
94035,35375,Savannah,Queens,Astoria,40.75961,-73.91117,Private room,80,1,42,06/07/19,1.21,2,365
94209,503800,Sadatu,Brooklyn,Crown Heights,40.67473,-73.94494,Entire home/apt,100,90,0,,,1,365
94477,478395,Jason,Brooklyn,Bedford-Stuyvesant,40.69305,-73.93185,Entire home/apt,175,2,370,05/07/19,3.74,1,204
94783,473113,Keishera,Brooklyn,Crown Heights,40.67174,-73.95663,Entire home/apt,120,5,104,21/06/19,1.04,1,272
95747,509341,Tessa,Brooklyn,Williamsburg,40.71055,-73.95098,Entire home/apt,140,7,13,18/07/16,0.13,1,0
95883,509918,Eduardo,Brooklyn,Bedford-Stuyvesant,40.69465,-73.95458,Entire home/apt,200,5,4,26/12/18,0.07,1,9
96471,116599,Sahr,Brooklyn,Clinton Hill,40.68413,-73.96542,Private room,165,4,11,07/06/19,0.11,3,365
98330,31374,Shon,Manhattan,Kips Bay,40.73877,-73.97707,Entire home/apt,125,4,1,03/01/12,0.01,3,181
98663,520279,Peter Michael,Manhattan,Chelsea,40.74893,-73.99544,Entire home/apt,130,30,19,11/06/18,0.19,1,189
99070,522065,Liz And Melissa,Manhattan,East Harlem,40.79406,-73.94102,Shared room,65,7,131,26/05/19,1.31,2,0
99085,522164,Wanda,Brooklyn,Fort Greene,40.68795,-73.97332,Entire home/apt,123,30,15,01/05/19,0.15,1,189
100002,523218,Giorgio,Manhattan,Washington Heights,40.85295,-73.93361,Private room,67,2,136,17/06/19,1.37,1,296
100184,526653,,Queens,Queens Village,40.72413,-73.76133,Private room,50,1,43,08/07/19,0.45,1,88
100186,526805,Mi,Brooklyn,Gowanus,40.66918,-73.99187,Entire home/apt,130,7,98,28/06/19,0.99,1,35
101053,530032,Lee And Tara,Brooklyn,Williamsburg,40.71125,-73.95613,Private room,100,3,31,01/03/19,0.31,1,0
102995,178043,Chas,Manhattan,Upper West Side,40.78558,-73.9696,Entire home/apt,212,21,45,01/01/18,0.46,1,35
103161,465278,Ade,Brooklyn,Williamsburg,40.71577,-73.96053,Entire home/apt,190,3,124,26/06/19,1.76,1,359
103311,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73861,-73.95485,Private room,599,3,9,19/05/18,0.09,28,60
103806,251176,Jason,Manhattan,East Village,40.72577,-73.98745,Entire home/apt,249,5,166,27/05/19,1.68,2,365
105469,547386,Michelle,Queens,Rockaway Beach,40.58615,-73.81245,Private room,70,27,13,21/09/15,0.13,1,335
105510,322716,Alex,Brooklyn,Crown Heights,40.67086,-73.94872,Entire home/apt,100,30,15,05/01/19,0.16,5,282
106363,551055,Alicia,Manhattan,Harlem,40.82773,-73.95231,Private room,60,3,380,26/06/19,3.83,2,247
106647,552679,Olivia,Brooklyn,Bedford-Stuyvesant,40.68505,-73.95684,Entire home/apt,135,2,86,16/06/19,0.87,1,102
107630,306739,Maya,Brooklyn,Greenpoint,40.72911,-73.95493,Entire home/apt,175,3,248,20/06/19,2.53,3,274
107895,3088389,Kai,Manhattan,Upper West Side,40.77944,-73.98567,Entire home/apt,120,5,49,19/06/19,0.56,1,201
110739,568568,Driss,Manhattan,Midtown,40.74503,-73.98876,Entire home/apt,169,18,54,03/07/19,0.57,1,98
112100,572527,Marine,Brooklyn,Crown Heights,40.67539,-73.96093,Entire home/apt,165,7,3,01/01/13,0.03,1,157
112304,573316,Kelli,Manhattan,Harlem,40.8054,-73.95189,Private room,90,1,1,02/01/16,0.02,1,0
112359,571952,Olivia,Manhattan,Upper East Side,40.78491,-73.9508,Entire home/apt,225,2,56,28/12/18,0.57,1,312
112435,181376,Carol,Brooklyn,Fort Greene,40.69088,-73.97307,Private room,95,2,163,24/05/19,1.66,2,331
113265,314582,Anthony,Brooklyn,Crown Heights,40.67555,-73.95057,Private room,55,2,247,21/06/19,2.51,2,275
113945,275582,Natalia,Manhattan,Hell's Kitchen,40.75835,-73.99193,Private room,85,10,116,11/05/19,1.17,1,174
114123,579495,Susi,Brooklyn,South Slope,40.66527,-73.9886,Entire home/apt,199,14,27,19/05/19,0.28,2,223
114229,314941,Tony,Manhattan,Lower East Side,40.71895,-73.99434,Entire home/apt,211,1,52,08/06/19,0.6,3,361
114969,582598,Andrey,Manhattan,Midtown,40.75579,-73.96699,Entire home/apt,145,6,39,24/09/18,0.4,1,0
115535,567187,Jane,Manhattan,Harlem,40.82399,-73.95328,Private room,65,14,35,01/06/19,0.35,1,283
115678,127772,Will,Manhattan,Harlem,40.81822,-73.94095,Entire home/apt,99,1,320,23/06/19,3.23,1,220
115748,585166,Lilly,Queens,Astoria,40.76434,-73.92132,Entire home/apt,110,4,30,16/06/19,0.32,1,363
116940,209460,Marylyn,Brooklyn,Crown Heights,40.67705,-73.94925,Entire home/apt,80,3,225,24/06/19,2.27,4,315
117425,593115,LuLu,Brooklyn,Brooklyn Heights,40.69263,-73.99438,Entire home/apt,150,30,95,26/05/18,0.96,1,281
118061,2248897,Roberta,Brooklyn,Bedford-Stuyvesant,40.68448,-73.92747,Entire home/apt,110,4,70,28/06/19,0.75,1,283
118430,585458,Paul,Manhattan,Chelsea,40.74412,-74.00208,Private room,290,2,35,03/01/19,0.36,1,20
118680,599354,Bobby,Manhattan,East Village,40.73067,-73.98702,Private room,87,2,0,,,1,0
120362,138069,Itamar,Brooklyn,Williamsburg,40.70665,-73.94061,Entire home/apt,190,4,50,02/07/19,0.51,1,331
121687,262812,Vikram,Brooklyn,Williamsburg,40.72063,-73.95952,Entire home/apt,200,2,29,23/06/19,0.31,1,36
121861,611716,Elizabeth,Brooklyn,Park Slope,40.67644,-73.98082,Entire home/apt,165,2,23,02/05/16,0.23,2,7
123784,617990,Christopher,Manhattan,Harlem,40.80481,-73.94794,Entire home/apt,110,2,142,16/06/19,1.44,2,301
125053,622460,Justin,Manhattan,East Village,40.72533,-73.99143,Entire home/apt,395,2,70,01/07/19,0.73,1,170
125163,622855,Rodney,Brooklyn,Bedford-Stuyvesant,40.68569,-73.93038,Private room,99,2,38,03/06/19,0.54,2,307
125594,308652,AntonÌ_n,Brooklyn,Kensington,40.64302,-73.97255,Private room,39,1,82,19/05/19,0.94,2,365
126443,627217,Seith,Manhattan,East Village,40.72939,-73.98857,Entire home/apt,189,2,403,07/07/19,4.1,3,201
126816,620288,Eric,Manhattan,Upper West Side,40.79918,-73.96607,Private room,85,1,3,06/11/14,0.03,1,0
127387,23276,Katharine,Brooklyn,Gowanus,40.66862,-73.9926,Entire home/apt,260,30,3,04/08/14,0.03,1,316
128975,256161,Wayne,Manhattan,Harlem,40.81333,-73.94453,Entire home/apt,122,1,116,13/06/19,1.18,5,271
131154,275563,Lauren,Brooklyn,Greenpoint,40.72473,-73.95199,Entire home/apt,165,2,175,07/07/19,1.79,1,139
132516,85330,Jean,Queens,Forest Hills,40.70925,-73.85262,Entire home/apt,97,3,28,01/07/19,1.21,3,209
132570,651390,Catherine,Manhattan,West Village,40.73215,-74.00922,Entire home/apt,170,4,24,26/12/17,0.25,1,0
132695,507186,Holly,Brooklyn,Williamsburg,40.71109,-73.94332,Entire home/apt,125,2,15,06/06/16,0.15,1,0
133025,653405,Tracy,Manhattan,Murray Hill,40.7463,-73.97926,Private room,130,4,105,06/06/19,1.07,1,193
134934,652842,Giovanni,Brooklyn,Williamsburg,40.71823,-73.95849,Entire home/apt,225,10,22,30/05/19,0.38,1,52
135393,663764,Karen,Brooklyn,East Flatbush,40.651,-73.94886,Private room,50,2,263,24/06/19,2.69,2,136
135465,663879,Christopher,Brooklyn,Fort Greene,40.68626,-73.97598,Entire home/apt,170,3,86,20/06/19,0.91,2,286
135706,665013,Jeff,Manhattan,Chelsea,40.74488,-74.001,Entire home/apt,132,4,10,01/01/17,0.1,1,0
136493,663384,Irena,Brooklyn,Park Slope,40.67632,-73.97616,Entire home/apt,250,7,18,27/05/19,0.21,1,18
138216,674970,Michael,Brooklyn,Greenpoint,40.72212,-73.94254,Entire home/apt,141,5,8,08/07/18,0.21,1,9
139624,680818,Jessica,Brooklyn,Crown Heights,40.67456,-73.95151,Entire home/apt,64,20,70,31/01/19,0.73,1,3
140133,622866,Daniel,Brooklyn,Williamsburg,40.71363,-73.96019,Entire home/apt,249,3,150,05/07/19,1.55,1,277
140425,683975,Ivy,Brooklyn,Crown Heights,40.6755,-73.95878,Private room,79,2,115,25/05/17,1.18,1,0
140973,686147,Dave,Manhattan,East Village,40.72274,-73.97581,Entire home/apt,185,2,69,26/05/19,0.71,1,233
141154,686768,Mark,Brooklyn,Boerum Hill,40.6858,-73.9828,Entire home/apt,120,3,232,22/06/19,2.41,1,221
141335,687361,Orna,Brooklyn,Park Slope,40.67535,-73.97654,Entire home/apt,495,1,35,13/01/18,0.41,1,355
141890,689661,Allison,Manhattan,Nolita,40.72255,-73.99346,Entire home/apt,375,3,18,01/10/13,0.21,1,0
141984,630453,Vanessa,Manhattan,Nolita,40.72094,-73.99706,Entire home/apt,175,3,68,10/06/19,0.69,1,277
142069,277747,Josh,Manhattan,East Village,40.72485,-73.97813,Entire home/apt,150,4,22,10/11/14,0.23,1,0
144087,616825,Rinaldo,Manhattan,Harlem,40.80473,-73.9532,Entire home/apt,259,8,17,18/05/19,0.17,1,343
144148,299755,Jonathan,Manhattan,East Village,40.72217,-73.98419,Private room,96,1,34,05/01/16,0.58,1,0
145064,404424,Oliver,Brooklyn,Williamsburg,40.71943,-73.9565,Entire home/apt,145,7,8,06/06/14,0.08,1,0
145188,703156,Kristin,Manhattan,Chelsea,40.74249,-74.00329,Entire home/apt,200,4,0,,,1,0
145994,706418,Carolyn,Manhattan,Upper West Side,40.79264,-73.97294,Entire home/apt,95,5,2,06/07/18,0.08,1,0
146754,709434,Meighan,Brooklyn,Windsor Terrace,40.65749,-73.97675,Entire home/apt,250,4,52,27/04/19,0.72,1,188
147586,709334,Julie,Manhattan,Harlem,40.80474,-73.94688,Entire home/apt,295,2,74,16/06/19,0.76,2,264
148201,715807,John,Manhattan,Greenwich Village,40.72831,-74.00177,Entire home/apt,175,3,18,31/05/13,0.19,1,0
148259,716064,Mihalis,Brooklyn,Williamsburg,40.71541,-73.94144,Entire home/apt,451,2,72,11/05/19,0.86,1,331
148825,718349,B.,Manhattan,Upper West Side,40.79765,-73.96245,Entire home/apt,165,2,191,29/06/19,2.18,1,236
149287,720320,Nancy,Manhattan,Upper East Side,40.78508,-73.95332,Entire home/apt,250,4,0,,,1,0
